Flora,Escuela,Año_rango,Año,Título
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Iris / Lirio azul (Iris xiphium),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lilium (Lilium spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Malva real / Malvarrosa (Althaea rosea),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Nabo (Brassica rapa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Rosa (Rosa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Adormidera / Amapola real (Papaver somniferum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Azucena (Lilium candidum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Caña de indias / Canna (Canna indica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Iris / Lirio azul (Iris xiphium),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lilium (Lilium spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Malva real / Malvarrosa (Althaea rosea),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Nabo (Brassica rapa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Rosa (Rosa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Adormidera / Amapola real (Papaver somniferum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Azucena (Lilium candidum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Caña de indias / Canna (Canna indica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Iris / Lirio azul (Iris xiphium),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lilium (Lilium spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Malva real / Malvarrosa (Althaea rosea),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Nabo (Brassica rapa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Rosa (Rosa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Adormidera / Amapola real (Papaver somniferum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Azucena (Lilium candidum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Caña de indias / Canna (Canna indica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Iris / Lirio azul (Iris xiphium),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lilium (Lilium spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Malva real / Malvarrosa (Althaea rosea),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Nabo (Brassica rapa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Rosa (Rosa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Adormidera / Amapola real (Papaver somniferum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Azucena (Lilium candidum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Caña de indias / Canna (Canna indica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Iris / Lirio azul (Iris xiphium),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lilium (Lilium spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Malva real / Malvarrosa (Althaea rosea),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Nabo (Brassica rapa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Rosa (Rosa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Adormidera / Amapola real (Papaver somniferum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Azucena (Lilium candidum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Caña de indias / Canna (Canna indica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Iris / Lirio azul (Iris xiphium),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lilium (Lilium spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Malva real / Malvarrosa (Althaea rosea),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Nabo (Brassica rapa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Rosa (Rosa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Adormidera / Amapola real (Papaver somniferum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Azucena (Lilium candidum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Caña de indias / Canna (Canna indica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Iris / Lirio azul (Iris xiphium),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lilium (Lilium spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Malva real / Malvarrosa (Althaea rosea),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Nabo (Brassica rapa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Rosa (Rosa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Adormidera / Amapola real (Papaver somniferum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Azucena (Lilium candidum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Caña de indias / Canna (Canna indica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Iris / Lirio azul (Iris xiphium),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lilium (Lilium spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Malva real / Malvarrosa (Althaea rosea),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Nabo (Brassica rapa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Rosa (Rosa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Adormidera / Amapola real (Papaver somniferum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Azucena (Lilium candidum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Caña de indias / Canna (Canna indica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Iris / Lirio azul (Iris xiphium),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lilium (Lilium spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Malva real / Malvarrosa (Althaea rosea),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Nabo (Brassica rapa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Rosa (Rosa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Adormidera / Amapola real (Papaver somniferum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Azucena (Lilium candidum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Caña de indias / Canna (Canna indica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Iris / Lirio azul (Iris xiphium),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lilium (Lilium spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Malva real / Malvarrosa (Althaea rosea),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Nabo (Brassica rapa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Rosa (Rosa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Adormidera / Amapola real (Papaver somniferum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Azucena (Lilium candidum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Caña de indias / Canna (Canna indica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Iris / Lirio azul (Iris xiphium),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lilium (Lilium spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Malva real / Malvarrosa (Althaea rosea),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Nabo (Brassica rapa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Rosa (Rosa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Adormidera / Amapola real (Papaver somniferum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Azucena (Lilium candidum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Caña de indias / Canna (Canna indica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Iris / Lirio azul (Iris xiphium),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lilium (Lilium spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Malva real / Malvarrosa (Althaea rosea),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Nabo (Brassica rapa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Rosa (Rosa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Adormidera / Amapola real (Papaver somniferum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Azucena (Lilium candidum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Caña de indias / Canna (Canna indica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Iris / Lirio azul (Iris xiphium),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lilium (Lilium spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Malva real / Malvarrosa (Althaea rosea),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Nabo (Brassica rapa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Rosa (Rosa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Adormidera / Amapola real (Papaver somniferum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Azucena (Lilium candidum),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Caña de indias / Canna (Canna indica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Iris / Lirio azul (Iris xiphium),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lilium (Lilium spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Malva real / Malvarrosa (Althaea rosea),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Nabo (Brassica rapa),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1610,"""La Abundancia y los Cuatro Elementos"""
